,Unnamed: 0.1,Unnamed: 0,name,enc
10,10.0,10.0,akshay,"[-0.06539348512887955, 0.15571747720241547, 0.044826168566942215, -0.024455031380057335, -0.0764060914516449, -0.06170103698968887, -0.03507246822118759, -0.08864908665418625, 0.1569061279296875, -0.13672654330730438, 0.14695437252521515, 0.02965666726231575, -0.14534325897693634, -0.02679545059800148, -0.08532088994979858, 0.09694509953260422, -0.144414022564888, -0.18121705949306488, -0.08638130873441696, -0.07651841640472412, 0.013348542153835297, 0.0604015588760376, -0.005919920280575752, 0.014749922789633274, -0.11777734756469727, -0.3210121691226959, -0.08618077635765076, -0.06456128507852554, 0.10902395844459534, -0.08086958527565002, 0.0053982241079211235, 0.04400763288140297, -0.14685876667499542, -0.013733170926570892, 0.0054357778280973434, 0.0649242252111435, -0.027387257665395737, -0.06425295770168304, 0.2318650186061859, 0.0685386136174202, -0.1598256230354309, -0.0058592259883880615, -0.02746698632836342, 0.38068532943725586, 0.20511847734451294, 0.007425121963024139, 0.015554011799395084, -0.08341500163078308, 0.029928717762231827, -0.16646289825439453, 0.06717240810394287, 0.17295226454734802, 0.02688261866569519, 0.07227753847837448, 0.04648847132921219, -0.10970053821802139, 0.05133190006017685, 0.03672429919242859, -0.18775196373462677, 0.042393188923597336, 0.05874864384531975, -0.0763302892446518, -0.03702523559331894, -0.027420954778790474, 0.18948057293891907, 0.08150485157966614, -0.05888025462627411, -0.1371939331293106, 0.18393084406852722, -0.2652329206466675, -0.06334094703197479, 0.008866743184626102, -0.07214582711458206, -0.11401227116584778, -0.2514515519142151, 0.00654502771794796, 0.40095949172973633, 0.23169104754924774, -0.17583055794239044, 0.011644515208899975, -0.012589414604008198, -0.07553963363170624, 0.16905277967453003, 0.10337349027395248, -0.14755196869373322, 0.0028604818508028984, -0.0982770025730133, 0.061703380197286606, 0.21448156237602234, 0.054979629814624786, -0.11759552359580994, 0.16894648969173431, 0.025374142453074455, -0.04753624647855759, 0.08608869463205338, 0.0010598718654364347, -0.09524612873792648, 0.003627247177064419, -0.1396881341934204, -0.04378988593816757, 0.0972178727388382, -0.09949349611997604, -0.025178302079439163, 0.20252066850662231, -0.12687164545059204, 0.15613910555839539, -0.005269174929708242, -0.036117568612098694, 0.01924441196024418, 0.06468455493450165, -0.14975059032440186, -0.10489001125097275, 0.19714415073394775, -0.10838749259710312, 0.16307935118675232, 0.19659298658370972, 0.036682069301605225, 0.11348198354244232, 0.11523669213056564, 0.08521118760108948, -0.021329324692487717, -0.013828597031533718, -0.1482745110988617, -0.07668334990739822, -0.01439020037651062, -0.0180790014564991, 0.12873196601867676, 0.027763616293668747]"
11,11.0,11.0,akshay,"[-0.0638270154595375, 0.16626997292041779, 0.08065008372068405, -0.02305920608341694, -0.06674479693174362, -0.06238488107919693, -0.037752289324998856, -0.08759398013353348, 0.140273317694664, -0.13027125597000122, 0.17944447696208954, 0.03201252967119217, -0.11378596723079681, -0.029358040541410446, -0.10472112149000168, 0.09630078077316284, -0.15076638758182526, -0.15369167923927307, -0.07234431803226471, -0.07666406780481339, 0.03214501962065697, 0.11560413241386414, -0.02839304506778717, -0.0007864483632147312, -0.09273497760295868, -0.3089424669742584, -0.07466273754835129, -0.0616411417722702, 0.12630225718021393, -0.07895103096961975, 0.023659173399209976, 0.0038099077064543962, -0.15871360898017883, -0.03306465968489647, 0.020667269825935364, 0.04859858751296997, -0.05598936975002289, -0.0712224543094635, 0.21747034788131714, 0.07425493001937866, -0.16290612518787384, 0.04857956990599632, 0.007830411195755005, 0.38256868720054626, 0.19176962971687317, -0.0003125325310975313, -0.005208877846598625, -0.09057412296533585, 0.02924227900803089, -0.20715299248695374, 0.09154423326253891, 0.16350895166397095, 0.04480015113949776, 0.06757639348506927, 0.09036347270011902, -0.12526467442512512, 0.01913323439657688, 0.050831545144319534, -0.15778414905071259, 0.05775969848036766, 0.06612757593393326, -0.04889465123414993, -0.043963249772787094, -0.047325845807790756, 0.16414254903793335, 0.09597352892160416, -0.057581253349781036, -0.13635417819023132, 0.17272135615348816, -0.23408517241477966, -0.09060943126678467, 0.008653020486235619, -0.04725684970617294, -0.08383050560951233, -0.2536710500717163, 0.031550534069538116, 0.4080621004104614, 0.22092175483703613, -0.1789555549621582, 0.034957155585289, -0.018370596691966057, -0.027572542428970337, 0.1416390836238861, 0.08735889196395874, -0.1481252908706665, 0.0029431935399770737, -0.06460318714380264, 0.045089855790138245, 0.1605709046125412, 0.07646310329437256, -0.11383989453315735, 0.16846857964992523, 0.0030833762139081955, -0.049642931669950485, 0.09936214983463287, -0.020188165828585625, -0.10988673567771912, -0.026227198541164398, -0.14058786630630493, -0.07825525104999542, 0.10801277309656143, -0.10635653138160706, -0.009571045637130737, 0.23683780431747437, -0.1789691001176834, 0.17631694674491882, -0.017415117472410202, -0.036927204579114914, 0.08033721894025803, 0.10042363405227661, -0.10199294984340668, -0.05453530699014664, 0.1777581125497818, -0.1182069405913353, 0.20379987359046936, 0.16308672726154327, 0.015615705400705338, 0.12230562418699265, 0.13433979451656342, 0.07753479480743408, -0.038166604936122894, 0.0009710853919386864, -0.15748123824596405, -0.10314036160707474, -0.04162737354636192, -0.024540837854146957, 0.11592832207679749, 0.02692583203315735]"
12,12.0,12.0,akshay,"[-0.060679107904434204, 0.13250473141670227, 0.03227367624640465, -0.016623273491859436, -0.062457237392663956, -0.051534947007894516, -0.0659220963716507, -0.09426259994506836, 0.15173964202404022, -0.14927515387535095, 0.18133604526519775, 0.029515784233808517, -0.1316489726305008, -0.033311113715171814, -0.05228389799594879, 0.11402028053998947, -0.17501893639564514, -0.12800034880638123, -0.09531186521053314, -0.1060921773314476, -0.0004149263259023428, 0.07659008353948593, -0.005591169465333223, 0.006309020332992077, -0.14702345430850983, -0.3188551962375641, -0.08371537178754807, -0.0916803628206253, 0.09995821118354797, -0.04778355360031128, 0.024848036468029022, 0.03829497471451759, -0.14325010776519775, -0.027222733944654465, 0.012607507407665253, 0.046423979103565216, -0.06654167920351028, -0.06550943851470947, 0.22576089203357697, 0.07155206799507141, -0.16297824680805206, 0.01440167985856533, 0.02815752476453781, 0.3497735857963562, 0.21834777295589447, 0.016076335683465004, 0.012253789231181145, -0.07394825667142868, 0.036597445607185364, -0.18783925473690033, 0.056836433708667755, 0.18591706454753876, 0.029087528586387634, 0.11249177157878876, 0.0788605809211731, -0.10507246851921082, 0.07215823978185654, 0.04667606204748154, -0.1422225832939148, 0.026830777525901794, 0.06376945972442627, -0.05780939757823944, -0.023323126137256622, -0.0037807836197316647, 0.1785697191953659, 0.0735231563448906, -0.039923954755067825, -0.11134938895702362, 0.16918207705020905, -0.23000070452690125, -0.10559994727373123, 0.0046965936198830605, -0.09231352061033249, -0.1412534862756729, -0.2736591398715973, 0.01310933567583561, 0.3820131719112396, 0.2510003447532654, -0.1581171154975891, 0.04415819048881531, -0.0033296970650553703, -0.06904130429029465, 0.16520074009895325, 0.10143622756004333, -0.11268162727355957, -0.045765891671180725, -0.051242485642433167, 0.045167453587055206, 0.1995583325624466, 0.04270061105489731, -0.07910927385091782, 0.17819848656654358, 0.02494700998067856, -0.0678921639919281, 0.08009970188140869, -0.007623608689755201, -0.11298003047704697, -0.01166924275457859, -0.13008591532707214, -0.08105461299419403, 0.12890249490737915, -0.08819333463907242, 0.0021588169038295746, 0.19439740478992462, -0.19304578006267548, 0.19415104389190674, 0.0023543883580714464, -0.0422273650765419, 0.07442443072795868, 0.09562752395868301, -0.10021328926086426, -0.06718377768993378, 0.1930798590183258, -0.09541789442300797, 0.1943051964044571, 0.2064581960439682, 0.024787629023194313, 0.13350367546081543, 0.12797971069812775, 0.09964567422866821, -0.059444330632686615, 0.009491248056292534, -0.16074949502944946, -0.10912439972162247, -0.04306579381227493, -0.0039801327511668205, 0.10006969422101974, 0.028544947504997253]"
13,13.0,13.0,akshay,"[-0.060224007815122604, 0.11950774490833282, -0.022556519135832787, -0.03406872600317001, -0.06370725482702255, -0.037698909640312195, -0.023620402440428734, -0.08034635335206985, 0.17766126990318298, -0.15606270730495453, 0.14756110310554504, 0.023694124072790146, -0.14279505610466003, -0.06133861467242241, -0.027484312653541565, 0.09975792467594147, -0.19489498436450958, -0.13330724835395813, -0.07311365008354187, -0.11180548369884491, -0.012619497254490852, 0.06198767572641373, -0.006202505901455879, 0.01654224283993244, -0.12225708365440369, -0.3091416358947754, -0.06386910378932953, -0.09264031797647476, 0.1259012073278427, -0.08312507718801498, 0.02875002659857273, 0.0321558341383934, -0.17781488597393036, -0.047435782849788666, 0.011510267853736877, 0.03527304530143738, -0.05640924349427223, -0.09513634443283081, 0.21814127266407013, 0.07288117706775665, -0.15147677063941956, -0.02076009102165699, 0.006878599524497986, 0.3441965579986572, 0.21160569787025452, -0.004192507825791836, -0.009549826383590698, -0.07988394796848297, 0.05034083500504494, -0.16644398868083954, 0.052014704793691635, 0.15527547895908356, 0.031010635197162628, 0.05992717668414116, 0.056367360055446625, -0.10832901298999786, 0.031796425580978394, 0.01625051535665989, -0.184810608625412, -0.0016060096677392721, 0.05480756238102913, -0.030843058601021767, -0.054344113916158676, -0.023568499833345413, 0.15886300802230835, 0.08302009105682373, -0.03528844565153122, -0.13868014514446259, 0.18368662893772125, -0.25090235471725464, -0.061353132128715515, 0.019926760345697403, -0.05828117951750755, -0.1399935632944107, -0.23051702976226807, -0.000383598729968071, 0.34689342975616455, 0.24509510397911072, -0.10560038685798645, 0.03798481076955795, -0.014250703155994415, -0.0876152366399765, 0.14457517862319946, 0.12046098709106445, -0.10048454999923706, -0.010517585091292858, -0.009319810196757317, 0.08786466717720032, 0.1647058129310608, 0.0458420105278492, -0.11077450215816498, 0.15455183386802673, -0.000607512891292572, -0.09442822635173798, 0.06722895056009293, -0.023868020623922348, -0.10647931694984436, 0.014355791732668877, -0.12048322707414627, -0.08659447729587555, 0.1390562653541565, -0.08575724810361862, 0.028467658907175064, 0.20451943576335907, -0.17689764499664307, 0.16818128526210785, 0.0008342626970261335, -0.056765101850032806, 0.07793140411376953, 0.05578848719596863, -0.09686595946550369, -0.060025330632925034, 0.16547919809818268, -0.12940576672554016, 0.18515044450759888, 0.17806056141853333, 0.008106960915029049, 0.1376408487558365, 0.08438308537006378, 0.08141832798719406, -0.018562350422143936, -0.012002390809357166, -0.1655195653438568, -0.0976036936044693, -0.045936960726976395, 0.012877714820206165, 0.125257670879364, -0.003467792645096779]"
14,14.0,14.0,akshay,"[-0.08475786447525024, 0.18946018815040588, 0.056253597140312195, -0.015241499990224838, -0.09701960533857346, -0.05932406708598137, -0.06327842175960541, -0.08495187759399414, 0.1408117413520813, -0.11646226048469543, 0.17119786143302917, 0.01738426834344864, -0.1299811601638794, -0.023660561069846153, -0.08985501527786255, 0.12102741748094559, -0.21679042279720306, -0.1286335289478302, -0.09863482415676117, -0.09941916167736053, -0.0035362441558390856, 0.12108814716339111, -0.0010816107969731092, 0.020923089236021042, -0.07482863962650299, -0.30606943368911743, -0.05811643600463867, -0.09916213899850845, 0.13446302711963654, -0.10660376399755478, 0.03039618581533432, 0.01461835391819477, -0.12251836806535721, -0.0616401731967926, 0.028209708631038666, 0.03254348039627075, -0.09327945858240128, -0.08205416053533554, 0.237030029296875, 0.07634396106004715, -0.15912750363349915, 0.03203919157385826, 0.009765765629708767, 0.3775615692138672, 0.20906399190425873, 0.025859571993350983, -0.003303414210677147, -0.09839551895856857, 0.03953994810581207, -0.20741359889507294, 0.06934773176908493, 0.19875523447990417, 0.022376488894224167, 0.06208668276667595, 0.09351303428411484, -0.13160574436187744, 0.02661735564470291, 0.06101270020008087, -0.14849285781383514, 0.06752796471118927, 0.10149015486240387, -0.06597747653722763, -0.025482388213276863, -0.023341761901974678, 0.14367073774337769, 0.0849618911743164, -0.025912582874298096, -0.13359519839286804, 0.193112313747406, -0.21766440570354462, -0.10809598863124847, 0.03797164559364319, -0.047742605209350586, -0.1229134127497673, -0.22013303637504578, -0.008945109322667122, 0.40314632654190063, 0.22948531806468964, -0.13126303255558014, 0.0071671949699521065, -0.023689359426498413, -0.06244298443198204, 0.14229163527488708, 0.09489790350198746, -0.14632289111614227, -0.06364205479621887, -0.05602460354566574, 0.03745873272418976, 0.15888050198554993, 0.0717255100607872, -0.10154754668474197, 0.17629402875900269, 0.02742314524948597, -0.07750625908374786, 0.09550857543945312, -0.038618702441453934, -0.10540992021560669, -0.007833927869796753, -0.1381833255290985, -0.09608529508113861, 0.11121924966573715, -0.12476099282503128, -0.006912943907082081, 0.19414353370666504, -0.16690699756145477, 0.15344594419002533, -0.0034562384244054556, -0.03195381537079811, 0.0642211064696312, 0.08320440351963043, -0.11368098855018616, -0.03438723087310791, 0.22972717881202698, -0.1048811748623848, 0.21556535363197327, 0.20024444162845612, 0.032595593482255936, 0.12083568423986435, 0.13950684666633606, 0.08524435013532639, -0.03474992513656616, -0.033167220652103424, -0.16014638543128967, -0.10858497768640518, -0.039128467440605164, -0.008172639645636082, 0.10156845301389694, 0.025527555495500565]"
15,15.0,15.0,akshay,"[-0.08812236785888672, 0.11759921908378601, 0.043366968631744385, -0.006612573750317097, -0.04382821172475815, -0.06827376782894135, -0.04333120584487915, -0.10260454565286636, 0.11884340643882751, -0.12339183688163757, 0.14046253263950348, -0.019778527319431305, -0.13824763894081116, -0.028569161891937256, -0.09610480070114136, 0.10456670075654984, -0.1702066957950592, -0.14458607137203217, -0.08107045292854309, -0.13087943196296692, 0.039433807134628296, 0.07169563323259354, -0.011662679724395275, 0.006117606069892645, -0.13895851373672485, -0.27197736501693726, -0.0718609020113945, -0.0977119505405426, 0.11017340421676636, -0.0630042552947998, 0.008066889829933643, -0.016161086037755013, -0.1685197353363037, -0.02128538489341736, 0.022799130529165268, 0.049503810703754425, -0.03171089291572571, -0.09338799864053726, 0.2264655977487564, 0.044590823352336884, -0.12105100601911545, 0.017078734934329987, 0.04246895760297775, 0.3323054909706116, 0.1943555623292923, 0.024485008791089058, -0.009770434349775314, -0.07154978066682816, 0.046148549765348434, -0.14480160176753998, 0.03933623060584068, 0.171568363904953, 0.02152981236577034, 0.08203010261058807, 0.06582097709178925, -0.14033594727516174, 0.06409011781215668, 0.04533594101667404, -0.1570233255624771, 0.05968135595321655, 0.04580967128276825, -0.04424646124243736, -0.014640172943472862, 0.0058890744112432, 0.15431618690490723, 0.04707224667072296, -0.035780031234025955, -0.14754706621170044, 0.17078891396522522, -0.2482282668352127, -0.04557468369603157, 0.01607738807797432, -0.06867554038763046, -0.11896602064371109, -0.2183002382516861, -0.012982670217752457, 0.4068599045276642, 0.20828956365585327, -0.14709219336509705, 0.05296407639980316, -0.0147956982254982, -0.09287133067846298, 0.16640318930149078, 0.08373413980007172, -0.11213626712560654, -0.003878692165017128, -0.08507794141769409, 0.04146672040224075, 0.20523443818092346, 0.056668512523174286, -0.08403085917234421, 0.16604818403720856, 0.004187075421214104, -0.0866008922457695, 0.07918363809585571, -0.0327594131231308, -0.14513951539993286, 0.012990420684218407, -0.0894722267985344, -0.08653974533081055, 0.10109002888202667, -0.1248093768954277, 0.004632909782230854, 0.1843850463628769, -0.17425554990768433, 0.14433087408542633, -0.01522339228540659, -0.03384937345981598, 0.013084650039672852, 0.08459675312042236, -0.12309755384922028, -0.046072378754615784, 0.18825668096542358, -0.11661603301763535, 0.1741166114807129, 0.20171794295310974, 0.030335113406181335, 0.120331309735775, 0.1107715368270874, 0.08461025357246399, -0.016660746186971664, 0.04164760559797287, -0.15780313313007355, -0.09945851564407349, -0.07200745493173599, -0.0169345922768116, 0.13036960363388062, 0.03979706019163132]"
16,16.0,16.0,akshay,"[-0.08296889811754227, 0.17326146364212036, 0.022450195625424385, -0.03372349962592125, -0.06843816488981247, -0.09519116580486298, -0.05485355481505394, -0.11840929836034775, 0.1551702618598938, -0.10032207518815994, 0.1224120482802391, 0.03149951249361038, -0.0871020257472992, -0.029817311093211174, -0.10339222848415375, 0.09223861992359161, -0.1947895586490631, -0.16087041795253754, -0.10165055096149445, -0.10397261381149292, 0.0009826766327023506, 0.07724415510892868, -0.03855731710791588, 0.012773862108588219, -0.09973800182342529, -0.2751149535179138, -0.09070662409067154, -0.04120561107993126, 0.11811263114213943, -0.03321507200598717, 0.07302915304899216, 0.03626106306910515, -0.18272675573825836, -0.05538640916347504, 0.02723614312708378, 0.0638878121972084, -0.039198994636535645, -0.034415584057569504, 0.22797417640686035, 0.07147291302680969, -0.1417391300201416, 0.09090778231620789, 0.052213408052921295, 0.3776108920574188, 0.21175022423267365, 0.028013790026307106, -0.001934664323925972, -0.07384857535362244, 0.06021788716316223, -0.18131858110427856, 0.05527272820472717, 0.19634966552257538, 0.03125851973891258, 0.07514354586601257, 0.06215084716677666, -0.11615283787250519, 0.043312713503837585, 0.045286569744348526, -0.16826511919498444, 0.06083604320883751, 0.08183874934911728, -0.05993965268135071, -0.055394247174263, -0.008495774120092392, 0.15334643423557281, 0.0974629744887352, -0.03778635337948799, -0.15885140001773834, 0.18409469723701477, -0.2520191967487335, -0.07778899371623993, 0.02435251697897911, -0.03442965820431709, -0.07600022852420807, -0.25195229053497314, 0.016613155603408813, 0.41746050119400024, 0.1871519237756729, -0.13415154814720154, 0.04697967320680618, -0.02509067952632904, -0.07639365643262863, 0.11121711134910583, 0.05841022729873657, -0.16799627244472504, -0.013718964532017708, -0.07325734943151474, 0.04987160116434097, 0.21706898510456085, 0.10462354868650436, -0.08540529012680054, 0.18730178475379944, 0.05273667722940445, -0.07198551297187805, 0.07929905503988266, -0.008268719539046288, -0.10648353397846222, -0.03515451401472092, -0.1457000970840454, -0.08157610148191452, 0.11850996315479279, -0.10970573872327805, -0.006081731989979744, 0.19415315985679626, -0.17947553098201752, 0.1873129904270172, -0.005414661485701799, -0.022542903199791908, 0.019976112991571426, 0.1037323921918869, -0.10460241138935089, -0.041724707931280136, 0.20450611412525177, -0.09801310300827026, 0.20520178973674774, 0.1662779301404953, 0.019155660644173622, 0.0975678339600563, 0.12808550894260406, 0.07335864007472992, -0.04325049743056297, 0.00819593295454979, -0.11636011302471161, -0.12499674409627914, -0.06831244379281998, -0.029792916029691696, 0.12819984555244446, 0.05816297233104706]"
17,17.0,17.0,akshay,"[-0.06883162260055542, 0.14499813318252563, 0.06178635358810425, -0.017397703602910042, -0.06700997054576874, -0.08113843947649002, -0.04288043454289436, -0.08219034969806671, 0.14348652958869934, -0.11735659092664719, 0.1423197239637375, 0.001646437682211399, -0.10671918839216232, -0.032926470041275024, -0.09742008149623871, 0.10504449903964996, -0.14829710125923157, -0.14776688814163208, -0.04369674623012543, -0.09206981211900711, 0.017294567078351974, 0.04978308454155922, -0.01357823982834816, -0.006963321939110756, -0.07695788145065308, -0.2880730926990509, -0.08802298456430435, -0.06161293387413025, 0.11055637896060944, -0.047504350543022156, 0.006846019998192787, 0.00925990380346775, -0.16023752093315125, -0.04661191254854202, 0.017427656799554825, 0.06885024160146713, -0.04490812495350838, -0.07738789170980453, 0.22787821292877197, 0.019771631807088852, -0.15925948321819305, 0.019685572013258934, 0.023110905662178993, 0.3347441554069519, 0.20685522258281708, 0.008576244115829468, -0.009263735264539719, -0.0860258936882019, 0.04052130505442619, -0.1411779671907425, 0.08778752386569977, 0.1818157434463501, 0.04171024262905121, 0.056251250207424164, 0.04751065745949745, -0.09870235621929169, 0.039930783212184906, 0.0506134107708931, -0.1571054309606552, 0.03797968477010727, 0.08115246146917343, -0.05493330955505371, -0.032224856317043304, -0.02287285402417183, 0.1575438231229782, 0.09967577457427979, -0.037452004849910736, -0.1672240048646927, 0.20467175543308258, -0.23899221420288086, -0.06914190202951431, -0.0035074306651949883, -0.07245095074176788, -0.10663522779941559, -0.24601086974143982, 0.019404880702495575, 0.388692706823349, 0.20209459960460663, -0.13213074207305908, 0.05417603999376297, -0.012358791194856167, -0.06471753120422363, 0.145687073469162, 0.10675854980945587, -0.1321510523557663, -0.003702807240188122, -0.07519902288913727, 0.046434760093688965, 0.18816547095775604, 0.048691973090171814, -0.11971061676740646, 0.1314716786146164, -0.006729600951075554, -0.05240338295698166, 0.07424787431955338, -0.0061685992404818535, -0.09107667952775955, 0.02713851071894169, -0.14770738780498505, -0.0639067068696022, 0.13054299354553223, -0.11651661247015, -0.00470780348405242, 0.22603411972522736, -0.16223563253879547, 0.13045640289783478, -0.01687641441822052, -0.01515573263168335, 0.04549320787191391, 0.08204285800457001, -0.11727038770914078, -0.06259330362081528, 0.1909184604883194, -0.08238758891820908, 0.20722106099128723, 0.16147075593471527, 0.021830735728144646, 0.10728798061609268, 0.1466953307390213, 0.09619983285665512, 0.009362452663481236, -0.0210433229804039, -0.16652002930641174, -0.08370309323072433, -0.056692324578762054, 0.0023522358387708664, 0.1378382295370102, 0.06780709326267242]"
18,18.0,18.0,akshay,"[-0.06157790124416351, 0.09705035388469696, 0.01890621706843376, -0.014426295645534992, -0.08953157067298889, -0.09085126221179962, -0.032751068472862244, -0.06957782059907913, 0.14998885989189148, -0.1331939697265625, 0.15403519570827484, 0.02214040234684944, -0.09503188729286194, -0.06158686801791191, -0.07775557786226273, 0.1171812117099762, -0.15286673605442047, -0.12929825484752655, -0.08645707368850708, -0.08827251195907593, -0.03366469964385033, 0.08262339234352112, -0.019767001271247864, -0.028628384694457054, -0.06542642414569855, -0.28361472487449646, -0.08423475921154022, -0.058394864201545715, 0.1326219141483307, -0.03848882392048836, 0.04043611139059067, 0.05096503719687462, -0.16194447875022888, -0.06803679466247559, 0.043384090065956116, 0.05302984640002251, -0.05168096348643303, -0.06685376167297363, 0.2425488382577896, 0.08770658075809479, -0.1733032613992691, 0.028737392276525497, 0.004195032641291618, 0.3617556691169739, 0.2037474811077118, -0.028065621852874756, -0.004889402538537979, -0.09541382640600204, 0.06188368424773216, -0.16952379047870636, 0.07238680124282837, 0.15617303550243378, 0.07976209372282028, 0.04357379674911499, 0.06805647164583206, -0.09256311506032944, 0.03146984428167343, 0.07212905585765839, -0.16840657591819763, 0.035519178956747055, 0.07449297606945038, -0.06356918066740036, -0.0542026087641716, -0.05187290161848068, 0.14412006735801697, 0.08521991223096848, -0.03761721029877663, -0.14917458593845367, 0.2184891402721405, -0.21463944017887115, -0.059223100543022156, 0.021834634244441986, -0.04903923720121384, -0.10049022734165192, -0.2728774845600128, 0.010942853055894375, 0.36521464586257935, 0.20333023369312286, -0.12418018281459808, 0.03270488232374191, -0.018833903595805168, -0.06518904119729996, 0.10069882124662399, 0.1086888462305069, -0.13246408104896545, -0.015024754218757153, -0.024853769689798355, 0.041841160506010056, 0.16643817722797394, 0.04593373090028763, -0.09536782652139664, 0.14759670197963715, -0.002021661028265953, -0.06953217834234238, 0.06051371991634369, -0.03307679668068886, -0.08186288177967072, -0.01877998188138008, -0.11694099754095078, -0.07626393437385559, 0.13212768733501434, -0.15335193276405334, 0.0361853688955307, 0.21205328404903412, -0.1888369619846344, 0.15106430649757385, -0.021486040204763412, -0.02408965490758419, 0.08106532692909241, 0.0655071809887886, -0.0641992911696434, -0.03433899208903313, 0.18949732184410095, -0.09808976948261261, 0.21583470702171326, 0.1545981615781784, 0.008999031968414783, 0.11897027492523193, 0.12189251184463501, 0.08678922802209854, -0.05036470293998718, -0.025550907477736473, -0.15007244050502777, -0.09687898308038712, -0.07971116900444031, 0.0036785067059099674, 0.11564812809228897, 0.054660506546497345]"
19,19.0,19.0,akshay,"[-0.06807457655668259, 0.16165651381015778, 0.003914177883416414, -0.012715893797576427, -0.09393303841352463, -0.06336911022663116, -0.047129079699516296, -0.07757589221000671, 0.16024063527584076, -0.11709756404161453, 0.12390973418951035, -0.0007704179733991623, -0.13074904680252075, -0.03424263745546341, -0.07235643267631531, 0.10605271905660629, -0.18344609439373016, -0.1374260038137436, -0.0824074000120163, -0.08710659295320511, 0.007960772141814232, 0.06893469393253326, -0.008806318044662476, 0.014794526621699333, -0.12902413308620453, -0.3108387291431427, -0.08448788523674011, -0.06500260531902313, 0.13400888442993164, -0.07558062672615051, 0.03318386897444725, 0.039193034172058105, -0.14956597983837128, -0.04432950168848038, 0.02291160449385643, 0.06963922828435898, -0.07301321625709534, -0.0872044563293457, 0.24095813930034637, 0.08826115727424622, -0.15562784671783447, 0.0215616412460804, 0.0005694087594747543, 0.37220171093940735, 0.1892751157283783, 0.014921621419489384, -0.008860085159540176, -0.06452039629220963, 0.03777928650379181, -0.15266747772693634, 0.0570162795484066, 0.1978200227022171, 0.028628092259168625, 0.07259777933359146, 0.06321012228727341, -0.11554345488548279, 0.06836172193288803, 0.04542921110987663, -0.21128062903881073, 0.0011403688695281744, 0.07217292487621307, -0.0732112005352974, -0.034194692969322205, -0.015803342685103416, 0.14978519082069397, 0.09456784278154373, -0.02178545668721199, -0.12496612966060638, 0.19190368056297302, -0.23207436501979828, -0.03828391805291176, -0.00023764371871948242, -0.04821708798408508, -0.11369338631629944, -0.22584497928619385, -0.00027330778539180756, 0.3954164385795593, 0.23995983600616455, -0.11968351900577545, 0.03644896298646927, -0.0025556418113410473, -0.09495829045772552, 0.14123384654521942, 0.09632353484630585, -0.1468222290277481, -0.023645425215363503, -0.05879615619778633, 0.07128690183162689, 0.1395997703075409, 0.05802842602133751, -0.08470455557107925, 0.148071750998497, 0.03751883655786514, -0.07895280420780182, 0.08782105892896652, -0.051484398543834686, -0.13664866983890533, 0.004530280828475952, -0.10361698269844055, -0.07656743377447128, 0.11732716113328934, -0.12788397073745728, 0.018476154655218124, 0.18361234664916992, -0.154595747590065, 0.17226292192935944, 0.026931554079055786, -0.053194381296634674, 0.03987062722444534, 0.08102421462535858, -0.11538868397474289, -0.06281917542219162, 0.1886989027261734, -0.1218298077583313, 0.1864444613456726, 0.16564753651618958, -0.0026214919053018093, 0.14243991672992706, 0.1220574602484703, 0.10452365130186081, -0.04006994888186455, -0.0057782139629125595, -0.13802582025527954, -0.09984122216701508, -0.05290963873267174, 0.0007282271981239319, 0.13734689354896545, 0.03257148712873459]"
